"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US92092","ZCTA5 92092","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US92093","ZCTA5 92093","0","19","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","19","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","19","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","19","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US92096","ZCTA5 92096","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US92101","ZCTA5 92101","30214","902","7.4","1.5","4.2","1.2","6.5","1.3","4.1","1.3","7.6","1.5","11.5","1.7","11.6","1.6","15.5","1.9","12.4","2.1","19.3","2.2","91566","6043","125812","6794","28.1","(X)","(X)","(X)","(X)","(X)","7343","567","3.6","1.9","2.2","1.9","1.6","1.2","2.1","1.7","4.4","2.7","10.3","3.6","9.1","2.7","19.6","5.1","14.0","3.4","33.1","5.0","146262","8399","171136","11532","(X)","(X)","32.6","(X)","(X)","(X)","6147","628","1.4","1.4","0.6","0.8","0.9","0.9","1.2","1.0","3.9","2.8","9.8","3.8","8.7","3.1","20.8","5.3","13.7","3.8","39.1","6.2","160729","25017","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22871","950","8.6","1.9","5.2","1.6","8.1","1.7","5.1","1.6","8.6","1.9","11.6","1.8","12.1","1.7","14.2","2.1","11.8","2.7","14.8","2.3","78869","4279","110741","8313","(X)","(X)","(X)","(X)","26.4","(X)",
"860Z200US92102","ZCTA5 92102","14620","724","4.5","1.3","2.2","0.8","4.1","1.3","6.8","2.1","15.6","3.2","14.9","2.3","15.4","2.6","18.6","3.0","7.4","1.8","10.4","2.2","77248","5267","103626","9083","42.1","(X)","(X)","(X)","(X)","(X)","8051","507","4.0","1.6","1.5","1.0","4.2","1.8","4.7","1.5","16.1","3.6","16.4","3.0","13.1","3.2","17.2","3.3","9.8","2.7","13.1","3.3","79587","8134","117527","14715","(X)","(X)","47.0","(X)","(X)","(X)","5045","472","3.7","2.1","0.6","0.5","1.4","1.2","3.7","1.8","12.2","4.0","13.6","4.1","13.1","3.8","21.7","4.5","12.0","3.3","17.9","4.9","105228","15529","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6569","662","5.6","2.1","3.4","1.3","4.3","2.1","9.3","4.2","16.6","5.9","13.6","3.9","19.1","4.4","18.0","5.5","4.1","1.5","6.0","1.9","67423","11540","81540","6882","(X)","(X)","(X)","(X)","34.2","(X)",
"860Z200US92103","ZCTA5 92103","19935","743","3.7","1.0","3.9","1.6","6.1","1.6","4.3","1.2","5.6","1.2","10.5","1.9","14.3","2.0","18.1","2.6","12.1","2.1","21.3","2.3","102626","7655","147096","9187","28.4","(X)","(X)","(X)","(X)","(X)","6639","527","1.9","1.7","1.8","1.6","2.3","1.3","2.4","1.2","2.9","1.4","3.8","1.8","10.7","3.2","18.6","3.8","16.5","3.9","39.0","4.4","158678","11927","212087","14749","(X)","(X)","34.6","(X)","(X)","(X)","5407","471","2.2","2.1","0.5","0.7","1.8","1.2","2.0","1.3","3.0","1.5","2.8","1.8","8.1","2.5","18.5","4.5","16.5","4.2","44.4","5.1","173125","22053","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13296","760","4.6","1.4","5.0","2.2","8.1","2.2","5.3","1.6","6.9","1.6","13.9","2.6","16.1","2.6","18.3","3.1","9.6","2.6","12.3","2.0","82542","5407","112760","10093","(X)","(X)","(X)","(X)","25.2","(X)",
"860Z200US92104","ZCTA5 92104","23661","903","3.5","1.1","1.7","0.7","3.8","1.2","5.9","1.3","7.5","1.4","14.8","1.9","16.0","2.3","18.9","2.4","13.2","1.9","14.7","1.8","94014","3592","120938","5449","32.1","(X)","(X)","(X)","(X)","(X)","9063","693","2.5","1.5","1.6","0.8","3.9","2.0","6.1","2.4","6.2","2.1","12.3","3.2","16.8","3.4","15.6","3.2","13.2","2.9","21.7","3.4","101951","16035","142635","12078","(X)","(X)","38.7","(X)","(X)","(X)","6058","573","1.1","1.0","0.3","0.4","1.8","1.9","5.5","2.7","5.0","2.2","10.3","3.5","14.9","4.2","14.2","3.7","17.7","3.9","29.2","5.1","140057","18107","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14598","871","4.5","1.5","2.1","1.0","4.8","1.6","5.6","1.4","8.3","1.7","17.1","2.6","14.2","2.3","20.7","3.1","12.7","2.4","9.9","2.2","88209","9573","104811","4952","(X)","(X)","(X)","(X)","27.2","(X)",
"860Z200US92105","ZCTA5 92105","22910","1117","4.7","1.1","5.0","1.4","7.8","2.1","9.0","1.7","10.6","1.9","17.6","2.7","14.7","2.0","16.3","2.5","6.9","1.4","7.3","1.6","68563","4318","88513","5677","42.5","(X)","(X)","(X)","(X)","(X)","14801","739","3.9","1.2","2.7","1.3","6.9","1.6","7.2","1.9","11.7","1.8","17.7","2.8","14.4","2.4","19.2","2.9","7.9","1.8","8.4","2.3","74938","8264","96385","8077","(X)","(X)","45.0","(X)","(X)","(X)","8199","537","3.4","1.6","1.2","0.7","4.7","2.0","6.1","2.3","10.4","3.0","15.8","3.4","15.8","2.9","23.7","3.7","8.6","2.7","10.3","3.0","88192","5889","110631","12692","(X)","(X)","(X)","(X)","(X)","(X)","8109","919","8.6","2.6","9.5","3.2","11.1","5.1","11.9","4.3","9.7","3.8","19.1","5.2","12.9","3.5","9.5","3.8","4.4","1.8","3.3","1.5","48645","10877","63898","5315","(X)","(X)","(X)","(X)","35.1","(X)",
"860Z200US92106","ZCTA5 92106","7647","415","5.1","2.1","1.9","1.5","2.1","1.2","3.4","2.0","5.8","2.2","10.7","2.8","9.1","2.4","15.7","3.0","11.0","2.4","35.3","4.6","142897","11254","187288","17375","31.5","(X)","(X)","(X)","(X)","(X)","5111","381","0.8","0.7","1.6","1.9","2.6","2.3","0.5","0.6","4.7","2.7","8.9","2.9","8.4","3.0","16.9","4.2","11.7","3.2","44.0","5.3","170605","27588","221170","20789","(X)","(X)","30.5","(X)","(X)","(X)","4362","364","0.4","0.7","0.1","0.5","1.2","1.1","0.6","0.7","5.1","3.2","8.0","3.2","9.4","3.3","15.0","3.7","11.1","3.5","49.2","5.3","196923","20870","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2536","376","13.8","6.0","4.9","4.2","4.0","2.9","7.1","4.3","7.8","4.0","12.2","5.4","11.2","4.4","14.0","5.3","8.6","4.1","16.4","5.1","75212","18176","114092","18430","(X)","(X)","(X)","(X)","31.8","(X)",
"860Z200US92107","ZCTA5 92107","13879","675","4.3","1.6","1.9","0.9","3.2","1.2","4.6","1.2","7.4","2.3","11.4","2.6","11.2","2.1","19.4","3.0","13.8","2.1","22.9","2.7","113117","8746","153175","9645","31.7","(X)","(X)","(X)","(X)","(X)","6383","557","1.2","0.8","0.5","0.7","1.6","1.1","1.1","0.9","4.5","2.7","8.1","4.2","12.1","3.5","19.4","4.0","16.5","3.6","34.9","5.1","154918","18742","206204","18458","(X)","(X)","37.1","(X)","(X)","(X)","5155","475","0.6","0.7","0.0","0.8","1.2","1.1","1.0","0.9","2.4","1.6","7.7","4.8","9.6","3.7","18.4","4.0","19.3","4.2","39.7","5.9","171945","14434","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7496","604","6.8","2.9","3.0","1.5","5.0","2.1","7.5","2.3","10.8","3.1","13.6","3.8","10.7","3.0","21.2","4.8","10.3","2.6","11.1","2.5","82280","8849","104219","9807","(X)","(X)","(X)","(X)","25.7","(X)",
"860Z200US92108","ZCTA5 92108","14010","661","5.1","2.1","3.1","1.4","3.3","1.4","4.5","1.7","6.8","2.0","10.9","2.6","14.5","2.7","23.2","3.0","13.0","2.5","15.5","2.7","103884","6713","123856","11919","29.0","(X)","(X)","(X)","(X)","(X)","5348","641","2.0","1.6","2.5","2.6","4.8","3.8","3.0","2.6","5.3","2.7","11.0","4.3","10.9","3.6","27.8","5.7","14.4","3.8","18.3","4.7","114695","12695","146180","26201","(X)","(X)","36.5","(X)","(X)","(X)","3965","617","1.2","1.5","1.2","1.5","0.0","1.1","4.0","3.5","7.2","3.6","7.1","3.9","9.4","4.4","31.4","6.8","16.8","5.0","21.6","5.5","126799","12047","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8662","577","7.3","3.2","3.5","1.9","3.8","1.6","5.5","2.2","7.4","2.6","11.8","3.2","15.7","3.5","20.9","4.2","11.7","3.2","12.5","3.7","89250","6668","107048","8461","(X)","(X)","(X)","(X)","24.5","(X)",
"860Z200US92109","ZCTA5 92109","22646","823","4.0","1.1","2.0","0.7","1.9","0.6","4.4","1.0","7.2","1.6","8.5","1.6","11.9","1.4","20.3","2.5","14.2","2.3","25.5","2.6","122128","7245","158318","8165","36.7","(X)","(X)","(X)","(X)","(X)","7250","559","2.3","1.4","0.7","0.6","1.3","1.1","3.4","1.7","3.6","1.6","8.3","3.2","9.5","2.8","20.7","4.1","15.4","3.1","34.8","4.1","150594","11469","204315","17607","(X)","(X)","33.9","(X)","(X)","(X)","5665","476","0.5","0.7","0.5","0.6","1.1","1.1","1.4","0.9","2.7","1.6","5.1","2.2","10.3","3.2","19.3","4.2","18.0","4.0","41.2","4.5","171198","12767","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15396","899","4.9","1.4","2.6","1.0","2.3","0.8","5.2","1.4","8.8","2.2","9.1","2.1","13.2","2.0","20.0","3.1","13.6","2.9","20.2","3.3","109851","11083","134786","8965","(X)","(X)","(X)","(X)","37.6","(X)",
"860Z200US92110","ZCTA5 92110","12339","651","6.5","1.7","2.6","1.1","5.8","1.5","3.8","1.4","6.7","1.9","9.2","1.9","9.9","2.0","25.3","3.7","12.9","2.5","17.3","2.6","110790","7788","127361","6690","32.9","(X)","(X)","(X)","(X)","(X)","5748","541","3.8","2.4","0.4","0.7","2.9","2.1","1.6","1.2","4.5","1.9","8.4","2.5","10.7","3.1","25.9","5.0","18.2","3.8","23.5","4.2","131750","17386","157348","12163","(X)","(X)","31.4","(X)","(X)","(X)","4483","499","2.9","2.6","0.5","0.8","2.1","2.1","0.6","0.6","3.2","1.5","5.9","1.8","10.3","2.9","24.9","5.6","21.5","4.7","28.0","4.7","145993","19059","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6591","502","9.0","2.5","4.5","2.0","8.3","2.0","5.7","2.2","9.6","3.3","9.9","2.6","9.4","2.5","23.7","4.6","8.4","2.9","11.5","3.0","80799","10773","99320","7464","(X)","(X)","(X)","(X)","34.1","(X)",
"860Z200US92111","ZCTA5 92111","17229","788","4.9","1.5","1.6","0.6","4.6","1.3","5.6","2.0","7.4","1.9","14.1","2.4","12.1","2.3","23.1","3.0","11.6","2.4","15.1","1.9","99644","7614","118537","5981","36.2","(X)","(X)","(X)","(X)","(X)","10338","661","1.7","0.8","1.5","0.8","3.2","1.4","3.3","1.9","5.9","1.7","14.5","3.6","13.0","3.1","25.0","3.7","13.9","3.1","18.0","2.6","114140","9048","134052","8320","(X)","(X)","40.5","(X)","(X)","(X)","7724","638","1.0","0.9","0.8","0.8","1.7","0.8","2.6","2.3","5.2","2.0","15.0","4.5","11.9","3.6","24.5","4.7","15.8","4.1","21.5","3.4","121444","6377","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6891","607","9.7","3.4","2.1","1.1","7.5","2.6","8.9","3.9","10.1","3.5","14.4","3.5","11.4","3.7","19.3","4.5","7.1","2.7","9.6","2.8","70786","9705","91293","8074","(X)","(X)","(X)","(X)","29.2","(X)",
"860Z200US92113","ZCTA5 92113","13545","609","6.9","1.7","5.4","1.3","10.0","2.2","8.8","1.9","10.5","2.0","17.9","2.5","12.5","2.2","16.0","2.6","6.7","1.7","5.4","1.4","61819","3166","77500","4913","54.4","(X)","(X)","(X)","(X)","(X)","10098","615","4.6","1.7","4.3","1.5","7.4","2.3","9.0","2.2","11.3","2.3","21.2","3.2","14.5","2.6","16.7","2.9","5.6","1.7","5.4","1.8","64881","5340","80159","5359","(X)","(X)","58.4","(X)","(X)","(X)","5365","571","4.2","2.1","2.5","1.4","5.9","3.6","6.4","3.2","10.8","3.4","22.3","4.7","17.1","4.0","16.8","4.0","7.3","2.7","6.7","2.6","73153","7284","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3447","505","17.1","5.2","10.6","3.5","19.0","6.7","9.0","3.2","9.3","4.0","12.6","4.8","7.6","3.9","6.6","2.9","4.8","2.5","3.3","2.1","27758","8559","51325","7256","(X)","(X)","(X)","(X)","37.1","(X)",
"860Z200US92114","ZCTA5 92114","18407","566","4.4","1.2","3.2","1.0","5.9","1.4","4.2","1.0","7.9","1.7","11.3","1.5","14.2","1.8","25.8","2.8","11.0","2.0","12.0","1.6","97794","5522","113640","7674","48.8","(X)","(X)","(X)","(X)","(X)","15285","553","2.5","1.1","2.2","0.8","4.2","1.3","5.2","1.4","7.3","1.9","11.2","1.7","15.3","2.1","28.1","3.2","12.2","2.3","11.8","1.7","103343","5613","119604","8491","(X)","(X)","48.4","(X)","(X)","(X)","9866","546","0.9","0.6","1.1","0.7","2.5","1.0","2.3","1.0","7.5","1.8","10.5","2.0","14.9","2.5","31.7","4.0","14.8","3.1","13.8","2.4","115437","6246","129616","6055","(X)","(X)","(X)","(X)","(X)","(X)","3122","336","14.5","4.9","10.1","4.8","14.2","4.4","5.9","2.9","12.6","4.6","13.3","4.1","10.6","4.0","11.4","3.3","2.4","2.0","5.1","2.8","42365","9118","59938","9031","(X)","(X)","(X)","(X)","45.4","(X)",
"860Z200US92115","ZCTA5 92115","22528","849","5.9","1.4","3.4","0.9","6.8","1.7","6.8","1.5","11.1","1.8","13.8","1.9","14.4","2.5","16.2","2.0","9.6","1.8","12.1","1.9","79199","3992","105967","5976","32.8","(X)","(X)","(X)","(X)","(X)","12369","792","4.8","1.9","0.8","0.6","5.3","1.9","4.8","1.6","11.0","2.4","12.4","2.4","14.6","3.5","19.3","3.2","12.0","3.0","14.9","2.8","93644","6016","123667","8773","(X)","(X)","32.0","(X)","(X)","(X)","8061","769","2.0","1.6","0.6","0.6","2.4","1.3","2.5","1.4","9.9","2.8","9.1","2.2","15.4","4.9","21.5","4.3","16.5","4.4","19.9","3.7","125456","11807","148457","11428","(X)","(X)","(X)","(X)","(X)","(X)","10159","676","10.2","2.9","6.4","2.0","9.2","2.9","8.0","2.6","11.9","2.9","15.0","3.3","13.2","3.2","13.0","2.8","6.8","2.3","6.3","1.9","58451","11708","77758","6408","(X)","(X)","(X)","(X)","31.2","(X)",
"860Z200US92116","ZCTA5 92116","17022","756","3.7","1.3","1.9","1.1","4.0","1.4","5.3","1.4","7.8","1.5","14.4","2.1","14.4","2.3","19.6","2.6","12.4","2.5","16.6","2.1","98154","4522","129605","7155","27.2","(X)","(X)","(X)","(X)","(X)","6503","522","2.8","1.6","3.5","2.7","2.9","1.7","4.5","1.9","4.4","2.1","8.0","2.3","12.1","3.8","18.3","3.4","16.2","4.6","27.3","4.3","135173","15403","169553","15367","(X)","(X)","28.8","(X)","(X)","(X)","4670","525","0.7","0.6","0.6","0.8","1.8","1.7","3.3","1.8","2.4","1.6","7.3","2.8","10.6","3.4","19.2","4.1","21.0","5.9","33.3","5.6","164681","18540","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10519","786","5.0","1.9","1.0","0.6","4.8","2.0","5.8","1.9","9.8","2.2","18.2","3.0","16.1","3.3","20.5","3.7","9.9","2.8","9.0","1.8","84091","3688","102407","5220","(X)","(X)","(X)","(X)","25.2","(X)",
"860Z200US92117","ZCTA5 92117","20876","870","3.3","0.9","2.2","0.9","4.1","1.3","5.7","1.3","5.1","1.2","15.1","2.5","13.2","2.3","16.7","2.5","13.5","2.2","21.2","2.8","103661","9614","139359","8026","35.0","(X)","(X)","(X)","(X)","(X)","13531","876","2.0","1.0","1.2","0.8","3.5","1.4","4.2","1.5","4.5","1.3","15.7","3.8","10.7","2.0","18.7","3.0","14.2","3.1","25.4","3.9","118142","9073","152679","11028","(X)","(X)","36.1","(X)","(X)","(X)","9505","718","1.5","1.0","0.2","0.2","2.5","1.5","2.1","1.0","4.2","1.7","13.0","3.9","8.4","2.3","18.7","3.8","16.5","3.8","32.9","4.7","147702","12426","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7345","611","6.3","2.2","4.0","2.1","5.5","2.4","9.2","2.5","8.2","2.7","14.4","2.9","15.7","4.5","13.0","3.6","12.4","3.2","11.2","3.1","80827","9462","106732","11267","(X)","(X)","(X)","(X)","31.2","(X)",
"860Z200US92118","ZCTA5 92118","7303","348","1.8","0.7","2.0","1.1","3.7","2.0","5.2","1.9","5.1","2.0","9.0","2.4","8.9","2.3","19.1","3.7","13.3","2.2","31.8","3.7","134534","11789","203077","17992","35.1","(X)","(X)","(X)","(X)","(X)","5057","281","0.9","0.6","0.9","0.9","1.1","0.9","4.0","2.2","3.3","1.5","6.7","2.1","7.6","2.6","21.0","4.9","14.3","2.9","40.2","5.3","166058","22843","239069","24093","(X)","(X)","33.2","(X)","(X)","(X)","4269","317","0.9","0.7","1.0","1.0","1.1","1.0","1.6","1.1","2.5","1.3","6.5","2.1","5.9","1.9","19.5","5.4","15.7","3.1","45.2","5.4","186328","19511","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2246","334","3.8","2.1","4.6","2.6","9.6","5.9","8.0","3.8","9.3","5.4","14.1","5.3","12.0","4.0","15.6","4.5","11.3","4.7","11.7","2.8","76711","12906","120165","16428","(X)","(X)","(X)","(X)","38.0","(X)",
"860Z200US92119","ZCTA5 92119","9485","437","1.8","0.9","1.5","1.0","3.6","2.0","4.3","1.6","6.7","1.9","13.6","2.9","11.4","2.6","20.1","3.2","14.0","2.8","23.0","3.0","113435","8487","139638","7520","33.8","(X)","(X)","(X)","(X)","(X)","5697","438","0.6","0.8","0.1","0.2","2.5","2.6","1.8","1.3","4.4","2.0","11.3","2.7","9.7","2.5","18.8","3.6","20.1","4.0","30.6","4.4","152802","16184","166636","10734","(X)","(X)","32.9","(X)","(X)","(X)","4636","370","0.8","0.9","0.1","0.2","3.0","3.2","1.0","0.8","2.0","1.3","8.3","2.5","9.4","2.8","17.9","3.2","22.3","4.8","35.1","4.9","170488","12251","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3788","426","3.5","1.9","3.5","2.6","5.4","3.0","8.1","3.5","11.0","3.5","16.9","5.1","14.0","5.3","21.9","5.6","10.2","4.8","5.6","2.6","76221","11523","91827","8581","(X)","(X)","(X)","(X)","32.3","(X)",
"860Z200US92120","ZCTA5 92120","12404","562","4.6","1.7","1.1","1.0","5.4","2.2","3.6","1.3","6.2","1.6","9.7","2.2","11.7","2.1","19.0","2.6","14.2","2.8","24.6","2.2","120661","9376","152268","9568","33.0","(X)","(X)","(X)","(X)","(X)","7812","490","2.6","1.6","0.2","0.2","3.1","1.8","1.5","1.0","4.2","1.7","8.5","2.2","10.4","2.4","20.7","3.5","14.9","3.1","34.0","3.2","146571","9286","183088","12627","(X)","(X)","34.8","(X)","(X)","(X)","5871","424","1.8","1.5","0.3","0.2","2.6","1.9","0.6","0.6","2.5","1.2","6.0","2.1","10.9","2.9","18.4","3.4","16.2","3.9","40.8","3.7","168311","12355","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4592","537","8.1","3.6","2.5","2.5","10.3","4.8","7.2","3.2","10.3","3.2","11.5","4.1","14.4","4.6","14.8","3.7","14.1","6.2","6.6","2.2","74962","13011","91002","10594","(X)","(X)","(X)","(X)","27.6","(X)",
"860Z200US92121","ZCTA5 92121","1575","155","6.3","3.2","3.8","2.9","1.8","1.7","3.2","1.6","5.8","3.1","7.2","3.2","8.8","4.9","19.9","4.4","14.5","5.3","28.7","5.9","135938","15307","168167","19226","29.2","(X)","(X)","(X)","(X)","(X)","915","124","2.3","2.7","4.5","4.6","2.2","2.4","1.6","1.7","1.4","1.5","5.0","3.4","6.1","3.7","18.4","6.2","19.1","7.4","39.3","8.5","169069","22183","205989","25056","(X)","(X)","27.5","(X)","(X)","(X)","795","124","2.6","3.1","1.4","2.2","2.5","2.8","1.0","1.5","1.6","1.7","4.8","3.7","6.3","4.1","18.4","7.2","17.5","7.9","43.9","9.5","183531","24681","N","N","(X)","(X)","(X)","(X)","(X)","(X)","660","111","11.8","6.5","2.9","3.1","1.4","2.0","5.3","3.0","11.8","6.9","10.2","5.3","13.5","9.9","22.4","7.3","8.2","5.6","12.6","6.7","85833","13699","113249","21388","(X)","(X)","(X)","(X)","30.3","(X)",
"860Z200US92122","ZCTA5 92122","19927","666","9.6","1.8","3.1","1.2","3.9","1.1","3.9","1.4","6.6","1.5","9.9","1.8","11.2","2.1","15.1","2.0","13.9","2.4","22.9","2.7","105177","8468","137695","8402","32.0","(X)","(X)","(X)","(X)","(X)","8769","550","3.6","1.9","2.2","1.4","2.5","1.3","2.5","1.2","5.3","2.4","9.6","2.5","9.9","2.9","15.3","2.7","13.4","3.2","35.7","4.3","147363","11599","182355","12479","(X)","(X)","35.7","(X)","(X)","(X)","6976","543","1.3","1.1","0.9","0.7","1.6","1.1","2.0","1.2","5.2","2.8","8.3","2.4","10.1","3.5","15.3","3.4","14.4","3.8","41.0","4.8","163799","15633","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11158","603","14.8","3.1","4.1","1.7","5.1","1.6","5.1","2.2","7.2","2.0","11.0","2.8","11.8","2.6","14.4","2.7","14.1","3.2","12.4","2.5","82831","7927","100587","7871","(X)","(X)","(X)","(X)","28.7","(X)",
"860Z200US92123","ZCTA5 92123","12487","772","2.3","1.2","1.4","1.1","2.6","1.1","2.9","1.4","6.0","2.1","13.2","3.0","8.0","2.1","22.9","4.7","19.4","3.4","21.1","3.5","132534","8653","143748","8691","36.3","(X)","(X)","(X)","(X)","(X)","8030","786","0.6","0.6","0.3","0.4","2.3","1.1","2.5","1.6","6.5","2.8","13.0","3.6","6.8","2.1","24.3","7.0","19.4","4.5","24.4","4.4","139081","7442","154380","11291","(X)","(X)","31.8","(X)","(X)","(X)","5970","712","0.4","0.4","0.0","0.7","2.5","1.4","1.3","1.4","3.8","2.0","9.3","3.3","5.6","2.0","25.6","8.4","22.0","5.5","29.6","5.9","151880","17142","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4457","485","5.3","2.9","3.3","2.7","3.8","2.4","4.6","2.7","5.1","2.6","15.4","4.9","9.6","4.4","22.6","5.3","16.2","5.1","14.1","5.6","107950","16064","119664","14407","(X)","(X)","(X)","(X)","40.1","(X)",
"860Z200US92124","ZCTA5 92124","11332","495","2.4","0.8","0.6","0.4","2.0","1.0","2.8","1.0","7.9","2.5","14.5","3.0","11.5","2.7","18.3","2.8","18.3","3.0","21.6","2.8","120201","9998","142088","6647","33.4","(X)","(X)","(X)","(X)","(X)","8036","508","1.4","0.7","0.9","0.6","0.9","0.7","2.1","1.0","7.9","3.3","14.9","3.6","10.4","3.0","20.0","3.3","16.1","3.3","25.4","3.4","123941","12007","151523","7896","(X)","(X)","36.3","(X)","(X)","(X)","6814","519","0.6","0.6","0.4","0.4","0.5","0.4","1.4","1.0","8.5","3.8","15.0","3.9","9.3","2.7","19.3","3.7","17.8","4.1","27.3","4.0","137671","15011","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3296","473","4.9","2.5","0.0","1.3","4.8","3.1","4.8","2.7","7.9","3.8","13.5","6.7","14.4","5.3","15.9","5.6","22.5","8.8","11.4","5.3","99766","19498","115140","12581","(X)","(X)","(X)","(X)","25.6","(X)",
